ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links,Tech Stack,Topics
14, Physics-based Sonar Simulation for Underwater Robotics ,"In any area of autonomous robotics, a simulation environment that captures a real scenario as accurately and efficiently as possible is essential for...", Helena Moyen , Mentor  Woen-Sug Choi , Organization  Open Robotics ,/archive/2024/projects/agiVoKmm,https://discourse.ros.org/t/gsoc-2024-migration-of-project-dave-to-ros-2-and-harmonic-worlds-models-and-plugins/39313,Yes,Yes,"In any area of autonomous robotics, a simulation environment that captures a real scenario as accurately and efficiently as possible is essential for the development and testing of robots. Project DAVE operates within this context, offering a simulation platform that leverages ROS and Gazebo infrastructure and is tailored for the rapid testing and evaluation of autonomous underwater vehicles (AUVs/UUVs). With that in mind, the Physics-based Sonar Simulation for Underwater Robotics project is dedicated to enhancing and transitioning physics-based sonar simulation plugin to ROS 2 and the most recent LTS version of Gazebo (e.g. Harmonic).

In order to complete this project, I will first follow the migration guides from the ROS1
to ROS 2 environment, making the necessary changes to the files of the multi-beam sonar plugin. If necessary, ROS 1 bridge package could be used to keep the system running while not everything has been transitioned to ROS 2 yet. Then the same should be done for the Gazebo version, using, for example, the available migration tutorials for modifying worlds, plugins, SDF files and so on. During the transitioning process, I must develop demonstrations and examples of how the new version of the plugin works.
 
Once the migration is complete, we can move on to the next step of implementation
of half-precision calculations in CUDA in order to improve refresh rates. Currently, the
plugin’s CUDA codes use single precision, so at this stage it would be necessary to modify in the scripts the declaration of variables/parameters and adapt the current functions to support half-precision format. 
Additionally,  algorithm performance tests should be done to evaluate whether the changes to half-precision are functional.
 
Throughout the process, I intend to document everything that was developed, the errors and
solutions found in order to offer support for future developers and users of the plugin.","['https://github.com/IOES-Lab/dave/pull/4', 'https://github.com/IOES-Lab/dave/pull/11', 'https://github.com/IOES-Lab/dave/pull/12', 'https://github.com/IOES-Lab/dave/pull/15', 'https://github.com/gazebosim/gz-sim/pull/2406']",[],"gazebo, c++, cuda, ROS 2","robotics, simulation, Underwater"
15, A Node Based Filter Editor for Inkscape ,"Inkscape's current Filter Editor limits the user experience for creating Filters significantly, due to it's non-intuitive nature, and poor structing....", Ravi Arora ," Mentor  Mc, Tav ", Organization  Inkscape ,/archive/2024/projects/yvk2ZxIj,https://gitlab.com/inkscape/inkscape/-/merge_requests/6578,No,Yes,"Inkscape's current Filter Editor limits the user experience for creating Filters significantly, due to it's non-intuitive nature, and poor structing. Filters can be a great tool in any artist's inventory, due to the endless scope of effects they are capable of creating. However, the current Editor does a poor job at inviting artists to utilise the complete power of Filters.


To solve this problem, I plan on replacing the current Filter Editor with A Node-Based one, since such a Node based workflow seems like the most natural one, for working with filters. 

The proposed Node - based Filter Editor promises to have the following deliverables:

1. An intuitive, easy to pick up, node based filter editor, with intuitive, user-friendly controls
with a full-fledged editing workflow containing:

a) essential features for navigation and canvas operations such as scrolling, zooming, panning, etc., relevant contextual menus, etc.

b) Intuitive node operations such as selections, an easy system to make connections between nodes with clean and well planned user interfaces.

c) Support for all Filters and Filter Primitives, along with widgets aimed at being easy to understand, which allow editing the properties of the Filter Primitives

d) Ability to save and load the state of the editor, when closing and re-opening, or automatically creating a suitable layout for arranging the nodes, in a clean manner.

2. Creating template classes which can be used in future to implement functionalities requiring similar workflows.

3. Documentation and video series to further help users understand the editor and learn about it's various features, along with providing insight into the power of Filters.",[],[],"c++, gtk, gtkmm","vector graphics, node editor"
16, Side Panel Sizing ,"The objective of this project is to enhance user interaction with Chromium-based browsers by enabling individual customization of side panel widths,...", Jingqi Sun ," Mentor  Sreeja Kamishetty, dljames, Shibalik ", Organization  Chromium ,/archive/2024/projects/CxOFUorU,https://docs.google.com/document/d/1w6Ergq05d-iXesokvvzJbTfr-O1rV04Oxfwf5YN1ADs/edit?usp=sharing,No,Yes,"The objective of this project is to enhance user interaction with Chromium-based browsers by enabling individual customization of side panel widths, such as bookmarks, reading list, and history panels. This initiative responds to the need for a more flexible and user-friendly interface, facilitating a tailored browsing environment.",[],[],c++,"web, browser"
17, Model Creation AI Assistant (Co-Pilot): Kshitij Pathania ,"The objective of this proposal is to design and implement an in-context AI assistant, named Co-Pilot, tailored for assisting users in creating...", Kshitij Pathania ," Mentor  Jamie Shorten, Dan Selman ", Organization  Accord Project ,/archive/2024/projects/BFaXoqVC,https://accordproject.org/news/gsoc-2024-model-creation-ai-assistant-co-pilot/,Yes,Yes,"The objective of this proposal is to design and implement an in-context AI assistant, named Co-Pilot, tailored for assisting users in creating Concerto models. This AI assistant will be seamlessly integrated into the existing VSCode web-extension, Playground, or other chatbot marketplaces, providing users with intuitive access to AI-driven suggestions and guidance during model creation. Co-Pilot will support multiple foundational AI models, such as OpenAI, Bard, Anthropic, among others, and allow users to configure API keys for their preferred models. Additionally, the proposal aims to engineer LLM prompts effectively to aid users in editing Concerto models and measure the effectiveness of these prompts.","['https://github.com/accordproject/vscode-web-extension/pull/28', 'https://github.com/accordproject/vscode-web-extension/pull/27', 'https://github.com/accordproject/vscode-web-extension/pull/28', 'https://github.com/accordproject/vscode-web-extension/pull/53', 'https://github.com/accordproject/vscode-web-extension/pull/54', 'https://github.com/accordproject/vscode-web-extension/pull/55', 'https://github.com/accordproject/vscode-web-extension/pull/56', 'https://github.com/accordproject/vscode-web-extension/pull/57']","['https://github.com/accordproject/vscode-web-extension/issues/23', 'https://github.com/accordproject/vscode-web-extension/issues/24', 'https://github.com/accordproject/vscode-web-extension/issues/25', 'https://github.com/accordproject/vscode-web-extension/issues/52', 'https://github.com/accordproject/vscode-web-extension/issues/51', 'https://github.com/accordproject/vscode-web-extension/issues/50', 'https://github.com/accordproject/vscode-web-extension/issues/49', 'https://github.com/accordproject/vscode-web-extension/issues/48', 'https://github.com/accordproject/vscode-web-extension/issues/47', 'https://github.com/accordproject/vscode-web-extension/issues/46', 'https://github.com/accordproject/vscode-web-extension/issues/45', 'https://github.com/accordproject/vscode-web-extension/issues/44']","typescript, REST APIs, VSCode Extension, VS Code Extension API, Concerto Core Library","machine learning, api management, nlp, code generation, AI Assistant, LLM, Copilot, RAG"
18, Integrating Advanced CMA-ES Strategies into mlpack ,"This proposal seeks to enrich the mlpack library by incorporating advanced evolutionary strategies, specifically focusing on enhancing the Covariance...", beny ," Mentor  Marcus Edel, Tarek Elsayed ", Organization  mlpack ,/archive/2024/projects/Ktk40cAi,https://github.com/beny-dl/GSoC-mlpack-2024-CMAES,Yes,Yes,"This proposal seeks to enrich the mlpack library by incorporating advanced evolutionary strategies, specifically focusing on enhancing the Covariance Matrix Adaptation Evolution Strategy (CMA-ES) through the integration of Increasing POPulation size CMA-ES (IPOP-CMA-ES) and Self-Adaptive Surrogate-Assisted CMA-ES (saACM-ES). The core of this initiative is to tackle complex optimization problems more effectively by leveraging these sophisticated variants.

CMA-ES is celebrated for its adaptability and effectiveness in dealing with real-world optimization challenges by dynamically adjusting the search distribution. To augment this capability, the IPOP-CMA-ES variant introduces a restart mechanism with an increasing population size, aimed at improving the algorithm's ability to escape local optima and discover the global optimum in multimodal functions. Further enhancing the CMA-ES framework, the saACM-ES variant employs a surrogate model to approximate the objective function's landscape, significantly reducing the computational expense of function evaluations.

The project is structured around three pivotal deliverables to ensure a clear, measurable progression. Initially, by week 6, the IPOP mechanism will be fully integrated, accompanied by comprehensive tests and documentation. Following this, the saACM-ES strategy will be implemented by week 10, ensuring its reliability and efficiency through extensive testing and well-detailed documentation. The final stage, culminating in week 12, involves refining the implementations, enhancing documentation, and showcasing the new capabilities through examples. This comprehensive approach aims not only to bolster mlpack’s suite of algorithms but also to pave the way for future innovations within the library.","['https://github.com/mlpack/ensmallen/pull/401', 'https://github.com/mlpack/ensmallen/pull/403', 'https://github.com/mlpack/ensmallen/pull/403', 'https://github.com/mlpack/ensmallen/pull/401']",[],c++,"machine learning, optimization, Genetic Algorithms"
19, [Programs & Events Dashboard] Improve system for copying courses from one Dashboard to another ,"This project aims to enhance the course copying feature present for copying courses across the servers. Currently, when courses are copied between...", Pranjal Rajput ," Mentor  Shashwat, ragesoss ", Organization  Wikimedia Foundation ,/archive/2024/projects/t8CtR8IP,https://gist.github.com/PR4NJ41/4c49463048eca4dcdf5373da7d588f6c,Yes,Yes,"This project aims to enhance the course copying feature present for copying courses across the servers. Currently, when courses are copied between these platforms, crucial elements such as Timeline content are not included, posing challenges in reusing assignment plans. The proposed improvements will streamline the transfer process, enabling seamless migration of Timelines and other essential content across servers utilising pre-defined classes and methods. It would also allow non-admins to copy courses from Wiki Education Dashboard to Program and Events Dashboard.

The current Dashboard mobile view presents challenges such as overflowing pages, non-responsiveness and design flaws, significantly limiting its functionality on small screens and hampering the overall user experience. This project also aims to resolve them.","['https://github.com/WikiEducationFoundation/WikiEduDashboard/pull/5813', 'https://github.com/WikiEducationFoundation/WikiEduDashboard/pull/5853', 'https://github.com/WikiEducationFoundation/WikiEduDashboard/pull/5880', 'https://github.com/WikiEducationFoundation/WikiEduDashboard/pull/5890', 'https://github.com/WikiEducationFoundation/WikiEduDashboard/pull/5898', 'https://github.com/WikiEducationFoundation/WikiEduDashboard/pull/5917', 'https://github.com/WikiEducationFoundation/WikiEduDashboard/pull/5919', 'https://github.com/WikiEducationFoundation/WikiEduDashboard/pull/5934', 'https://github.com/WikiEducationFoundation/WikiEduDashboard/pull/5935']",[],"javascript, react, ruby",web
20, Pre- and post-sampling features to leverage flux sampling at both the strain and the community level ,The first genome-scale models of metabolism appeared in 1999 and 2000. In the following years fundamental Microbial Systems concepts were developed..., Sotirios Touliopoulos ," Mentor  Vissarion Fisikopoulos, Haris Zafeiropoulos ", Organization  GeomScale ,/archive/2024/projects/vBkrROTa,https://sotiristouliopoulos.github.io/dingo/,No,No,"The first genome-scale models of metabolism appeared in 1999 and 2000. In the following years fundamental Microbial Systems concepts were developed such as in silico methods and algorithms to analyze their properties. Genome-scale Metabolic models (GEMs) built on genome-scale metabolic network reconstructions (GENREs) are capable of deciphering the complex interactions occurring in bacteria, through predictions of the possible mechanism underlying these interactions. 
dingo is a Python package that supports a variety of methods to sample from the flux space of metabolic models, based on state-of-the-art random walks and rounding methods. Aim of this project is to enhance dingo by incorporating a  preprocessing class to reduce and simplify metabolic networks, by removing certain reactions and metabolites. To identify correlated reactions, i.e. the flux of one depends on the others,  I will develop a post-processing function to calculate correlation metrics and compare pairwise reaction fluxes. Additionally, another function will create graphs from the  correlation matrix aiming to predict metabolic pathways.
In the second half of the project, I will implement approaches  for building microbial communities models. Two main approaches are to be implemented: Bag of Genomes and Bag of Genes. I will develop :  a new class (“dingo.Community()”) that will  read and store a community model of two microbes based on the user’s approach of choice. Its output will be then used as input to the dingo.PolytopeSampler to proceed with sampling steps. 
Sampling in the community flux space with the different sampling methods already supported by dingo and benchmarking of the community modeling approaches against real data will be delivered. Refactoring current dingo functions to adjust the new functionality will be done too.","['https://github.com/GeomScale/dingo/pull/100', 'https://github.com/GeomScale/dingo/pull/103', 'https://github.com/GeomScale/dingo/pull/105', 'https://github.com/GeomScale/dingo/pull/105']",[],"python, Cobra, dingo","research, biology, systems, Metabolic Networks, Community Models"
21, Integration of AlphaMissense Pathogenicity Predictions into Genome Nexus and cBioPortal ,"This project involves the integration of AlphaMissense, an innovative tool for predicting the pathogenicity of missense mutations, into two...", Ivy Zou ," Mentor  Onur Sumer, Xiang Li ", Organization  cBioPortal for Cancer Genomics ,/archive/2024/projects/ZOtvSMbd,https://docs.google.com/document/d/12QPx5IVg5ofI4n4qe8IUh-M8JgsVCBfuesERkqlx0fI/edit?usp=sharing,No,Yes,"This project involves the integration of AlphaMissense, an innovative tool for predicting the pathogenicity of missense mutations, into two established platforms: Genome Nexus and cBioPortal. My Objectives and Deliverables are:

- Integrate AlphaMissense pathogenicity predictions into Genome Nexus API responses, enriching genetic variant analysis with detailed pathogenicity scores.
- Display AlphaMissense predictions within the Genome Nexus variant pages and add dedicated data columns in the cBioPortal mutation tables, complete with functionalities for sorting, filtering, and downloading. 
-Add AlphaMissense pathogenicity prediction and score into Genome Nexus annotation pipeline as two new columns in the annotation result file

The project will be executed in phases, starting with initialization and planning, followed by backend and frontend development to integrate and visualize AlphaMissense data. Subsequent phases will focus on testing, deployment, and documentation, concluding with a final review and official launch. Post-launch, the project will enter a maintenance and support phase to address any arising issues and incorporate user feedback.

Backend development will utilize Java and Spring Boot for integrating the AlphaMissense plugin into the Genome Nexus API.
Frontend components will be developed using React and TypeScript, ensuring a dynamic and user-friendly interface for displaying genetic predictions.Comprehensive testing phases, including unit, integration, and User Acceptance Testing, will ensure the reliability and accuracy of the integration.

This integration represents a significant leap forward in personalized medicine. By making pathogenicity predictions more accessible and interpretable, this project aims to support advancements in genetic research and clinical decision-making, ultimately contributing to improved patient outcomes.",[],[],"mysql, java, mongodb, react, docker, typescript, junit, SpringBoot, ts-jest",web
22, Harmonic Mixing Enhancements ,"This project makes selecting songs from the library a faster and enjoyable process, specially for Harmonic Mixing with these new features: 1) Color...", Daniel Fernandes ," Mentor  Daniel Schürmann, ronso ", Organization  Mixxx ,/archive/2024/projects/7McCIBjs,https://mixxx.org/news/2024-08-24-gsoc-project-report-daniel-fernandes/,No,Yes,"This project makes selecting songs from the library a faster and enjoyable process, specially for Harmonic Mixing with these new features: 
1) Color coding the Key column of the track list, with multiple color palettes including accessible palettes optimized for the three broad types of color blindness.
2) A new ""Similarity"" column, which uses the Key and BPM to compute how well two tracks work together, to reveal combinations of tracks that work well in sync, without Keylock.","['https://github.com/mixxxdj/proposals/pull/5', 'https://github.com/mixxxdj/mixxx/pull/13390', 'https://github.com/mixxxdj/mixxx/pull/13475', 'https://github.com/mixxxdj/mixxx/pull/13497', 'https://github.com/mixxxdj/mixxx/pull/13571', 'https://github.com/mixxxdj/mixxx/pull/13563']",['https://github.com/mixxxdj/mixxx/issues/'],"c++, Qt framework","Harmonic Mixing, Track Selection"
23, Baby Kyber Accelerator ,"The ""Baby Kyber Accelerator"" project aims to address the increasing demand for secure communication by developing a specialized hardware accelerator...", Hamna Mohiuddin ," Mentor  Shahzaib Kashif, Dr. Farhan Ahmed Karim ", Organization  Micro Electronics Research Lab - UITU ,/archive/2024/projects/iISfNW7k,https://github.com/merledu/baby-kyber-accelerator,No,No,"The ""Baby Kyber Accelerator"" project aims to address the increasing demand for secure communication by developing a specialized hardware accelerator tailored for the Baby Kyber encryption system. This accelerator will be integrated into platforms like Azadi SoC and SoC-Now to enhance their cryptographic capabilities. Leveraging CHISEL HDL, the accelerator will feature optimized hardware designs and random number generation capabilities, ensuring robust cryptographic functionality while minimizing resource usage. The project will also integrate the accelerator with existing matrix multiplication accelerators for enhanced computational efficiency. Through meticulous testing and documentation, the project will deliver a working accelerator with complete Baby Kyber functionality, attachable interfaces for any SoC, and comprehensive project documentation.",[],[],CHISEL HDL,"Algebra, Post Quantum Cryptography"
24, BT-Studio: a tool for programming robots with Behavior Trees ,The primary objective of this project is to enhance BT Studio's capabilities by introducing a library of behavior trees and composition tools...., Óscar Martínez Martínez ," Mentor  Arkajyoti Basak, L. Roberto, Pawan Wadhwani ", Organization  JdeRobot ,/archive/2024/projects/uVy0edHs,https://theroboticsclub.github.io/gsoc2024-Oscar_Martinez/weekly%20log/Final-Submission/,Yes,Yes,"The primary objective of this project is to enhance BT Studio's capabilities
by introducing a library of behavior trees and composition tools. Currently,
BT Studio lacks features for reusing behaviors, a significant advantage of the BT
architecture. This update aims to incorporate tools for saving, editing, and
composing sub-trees, facilitating the creation of more intricate and modular
applications. Through these enhancements, a selection of commonly used
behaviors will be identified and integrated into a library of behaviours within BT
Studio that the users will be able to adapt and incorporate to its own projects.
Additionally, the feasibility of integrating a library of robot and world models into
the platform will be explored. This would enable users to test applications across a
wider range of scenarios, thereby enhancing debugging and solution robustness.","['https://github.com/JdeRobot/bt-studio/pull/157', 'https://github.com/JdeRobot/bt-studio/pull/144', 'https://github.com/JdeRobot/bt-studio/pull/174', 'https://github.com/JdeRobot/bt-studio/pull/190', 'https://github.com/JdeRobot/bt-studio/pull/194', 'https://github.com/JdeRobot/bt-studio/pull/204', 'https://github.com/JdeRobot/bt-studio/pull/209']",[],"python, ros, BehaviorTrees","web, robotics"
25, Automating Quantifying the Commons ,Quantifying the Commons — an initiative emerging from the UC Berkeley Data Science Discovery Program — aims to quantify the frequency of open domain..., Naisha Sinha , Mentor  Timid Robot , Organization  Creative Commons ,/archive/2024/projects/vvuGqMLQ,https://github.com/naishasinha/GSoC-2024-Final,No,Yes,"Quantifying the Commons — an initiative emerging from the UC Berkeley Data Science Discovery Program — aims to quantify the frequency of open domain and CC license usage for future accessibility and analysis purposes. To date, previous advancements have not included automation or combined reporting, which are crucial for minimizing human error and ensuring timely updates — especially when engaging with substantial streams of data. Therefore, the primary objective of this project is to develop automation software for data collection, processing, and report generation, ensuring that the Quantifying reports are consistently updated and never more than three months out-of-date.",['https://github.com/creativecommons/quantifying/pull/123'],['https://github.com/creativecommons/quantifying/issues'],"python, git, os, pandas, Matplotlib, YAML, GitPython, pathlib","visualization, big data, CI/CD Automation, Directory Manipulation"
26, End-to-end autonomous vehicle driving based on text-based instructions ,Project #10: End-to-end autonomous vehicle driving based on text-based instructions: research project regarding Autonomous Driving + LLMs Brief..., Zebin ," Mentor  Sergio Paniego Blanco, ApoorvGarg, Nikhil Paliwal, Meiqi Zhao, David Perez-Saura ", Organization  JdeRobot ,/archive/2024/projects/QckhmL6q,https://github.com/TheRoboticsClub/gsoc2024-ZebinHuang,No,No,"Project #10: End-to-end autonomous vehicle driving based on text-based instructions: research project regarding Autonomous Driving + LLMs
Brief explanation: In previous editions of GSoC, we have explored Behavior Metrics as a tool for evaluation of end-to-end autonomous driving models. We have also explored optimization of end-to-end models and even navigation based on segmented images and commands (see video and project link). In this project, we would like to combine the previous acquired knowledge with LLMs, using the projects that we previously developed successfully on GSoC. The idea is to integrate an LLM system with an end-to-end autonomous driving driving model so the user can give commands in text mode directly to the vehicle, as you’d do when using a real-life taxi (“please, stop here”, “please, turn to the left in the following intersection”). This idea has been already explored in research projects, and we will be replicating it (see references).
https://github.com/opendilab/LMDrive
https://arxiv.org/pdf/2311.14786.pdf
https://github.com/wayveai/Driving-with-LLMs",[],[],"python, pytorch, Transformers","robotics, Autonomous Driving, large language model"
27, Implement The New Parser ,"The ENIGMA project has its own language, EDL (ENIGMA Development Language), along with a dedicated parser. Two years ago, a significant effort was...", Fares Atef , Mentor  Josh Ventura , Organization  The ENIGMA Team ,/archive/2024/projects/vPyMX6cs,https://gist.github.com/FaresAtef1/20a28f074d1bddec3d57c52d3e74a168,No,Yes,"The ENIGMA project has its own language, EDL (ENIGMA Development Language), along with a dedicated parser. Two years ago, a significant effort was made to completely rewrite the EDL parser, resulting in a recursive descent parser that handles most aspects of the language, though some features remain incomplete. This year, the focus is on further developing the parser to address these unfinished features, implementing the pretty printer to translate the generated AST (abstract syntax tree) to C++ code, replacing the old parser calls with the new ones, and implementing visitor classes such as the declaration gathering visitor and the syntax checker.","['https://github.com/enigma-dev/enigma-dev/pull/2375', 'https://github.com/enigma-dev/enigma-dev/pull/2380', 'https://github.com/enigma-dev/enigma-dev/pull/2396', 'https://github.com/enigma-dev/enigma-dev/pull/2398']",[],"c++, GML","compilers, game engine, recursive-descent-parsers, pretty-printer"
28, Port libipuz to Rust ,Libipuz is a C library that loads puzzle files and used by Crosswords as the underlying data structure. It is written in C. Since it is used..., pranjal_ , Mentor  jrb , Organization  GNOME Foundation ,/archive/2024/projects/lIKJdXdX,https://gitlab.gnome.org/jrb/libipuz,No,No,"Libipuz is a C library that loads puzzle files and used by Crosswords as the underlying data structure. It is written in C. Since it is used primarily to parse files from disk, rewriting it in Rust adds additional safety while (hopefully) improving the maintainability of this library.",[],[],"c, linux, rust, glib","desktop, apps"
29, Graph Neural Networks for Particle Momentum Estimation in the CMS Trigger System ,This project aims to apply Deep Learning algorithms specifically Graph Neural Networks (GNN) for momentum regression in the trigger system...., Vishak K Bhat ," Mentor  Colin Crovella, Ruchi Chudasama, Resham, Alex990987 ", Organization  Machine Learning for Science (ML4SCI) ,/archive/2024/projects/IvXRHeSE,https://medium.com/@vishak.bhat5/gsoc24-with-ml4sci-graph-neural-networks-for-particle-momentum-estimation-in-the-cms-trigger-e67e3f43a292,No,No,"This project aims to apply Deep Learning algorithms specifically Graph Neural Networks (GNN) for momentum regression in the trigger system. Estimating the momentum precisely helps in distinguishing high momentum (signal) muons from the overwhelming low momentum (background) muons which is crucial for the efficiency of the trigger. A muon traveling through the endcap detectors has a chance to leave hits in sequential stations which records the data. This data will be converted into a Graph Data using 3 approaches where each station, each variable , and patches of the matrix are taken as the nodes of the Graph. Edges are formed using KNN or by forming edges between adjacent stations. I will be experimenting with different types of Message Passing Layers(custom and pre-defined like GCNConv, SAGEConv, GATConv, and more) and deliver tested and most accurate algorithms to estimate the momentum. The demo notebooks and the documentation of the same will also be delivered.",[],[],"python, pytorch, Pytorch Geometric, Deep Graph Library","machine learning, deep learning, particle physics, graph neural networks"
30, Eye Tracking Algorithm Optimization Based on Low-Resolution Cameras ,"This project aims to improve eye-tracking algorithms by exploring new techniques, optimizing existing parameters, and integrating JavaScript...", Sitam Meur ," Mentor  Marc Gonzalez Capdevila, Karine Pistili Rodrigues, Vinícius Cavalcanti ", Organization  Uramaki LAB ,/archive/2024/projects/lEPzZg7S,https://github.com/ruxailab/web-eye-tracker/pull/26,Yes,Yes,"This project aims to improve eye-tracking algorithms by exploring new techniques, optimizing existing parameters, and integrating JavaScript enhancements for seamless front-end integration. The main goal is to achieve real-time eye-tracking capabilities. Once the optimization process is complete, the algorithms will be carefully integrated into the project for usability testing, ensuring compatibility and smooth operation within the existing system's framework.","['/login?return_to=https%3A%2F%2Fgithub.com%2Fruxailab%2Feye-tracker-api%2Fpull%2F26', '/login?return_to=https%3A%2F%2Fgithub.com%2Fruxailab%2Feye-tracker-api%2Fpull%2F26', 'https://github.com/ruxailab/eye-tracker-api/pull/26#event-18341665180', '/login?return_to=https%3A%2F%2Fgithub.com%2Fruxailab%2Feye-tracker-api%2Fpull%2F26', 'https://github.com/ruxailab/web-eye-tracker/pull/26']",[],"python, javascript, flask, vue.js, scikit-learn, Firebase, Streamlit, Tensorflow.js","front-end, javascript, Eye Tracking, Algorithm Optimization, Artificial Intelligence (AI)"
31, Developing Modality Support for PROTACs ,"PROTACs represent a very promising emerging drug modalities. Traditional modalities, small-molecule drugs, for example, or monoclonal antibodies, are...", David_Zhang , Mentor  David Figueroa , Organization  DeepChem ,/archive/2024/projects/HadcZO5q,https://docs.google.com/document/d/1eY8fVvQrRPlLaQjkbnwKBamR8KLPa7oLgmoLk-mTkP0/edit?usp=sharing,No,Yes,"PROTACs represent a very promising emerging drug modalities. Traditional modalities, small-molecule drugs, for example, or monoclonal antibodies, are limited to certain modes of action, like targeting specific receptors or blocking particular pathways.  Due to its ability to target proteins that have been traditionally difficult to target with conventional methods, PROTACs have attracted substantial interest from both academic researchers and pharmaceutical companies, with several PROTACs currently in clinical trials for various indications, including cancer and neurodegenerative disorders. 

However, the exploration of PROTACs is still relatively in its infancy. With many open research questions, my proposal implements a tutorial, a common feature in DeepChem, to explore how to computational investigate PROTACs. More specifically, I provide a guide towards exploring available PROTAC datasets, developing featurization capabilities, and a multimodal sequence and structure model to infer protein degradation abilities of PROTACs, a clinically relevant  biopharmaceutical property. My  tutorial will be implemented through a Jupyter notebook which highlights the convenience and low-code capabilities of DeepChem for the scientific community. To demonstrate this, I will implement a few under-the-hood features to process available PROTAC datasets. My tutorial notebook can easily load data and build upon available models in DeepChem to develop a multimodal model for downstream inference. I hope this project provides a strong foundational understanding for researchers and the scientific community to explore computational methods for PROTAC design and optimization, possibly contributing to more effective research and development with downstream clinical benefits.  Overall, I believe this project will contribute to the overall mission of DeepChem by democratizing computational life science research for all.",[],[],python,"machine learning, chemistry, biology"
32, 2D visualization for small molecules ,"The proposed project will revolve around the 2D visualization of chemical molecules. Currently MDAnalysis has a tool, which allows the conversion of...", Valerij Talagayev ," Mentor  Richard Gowers, yuxuanzhuang, Cédric Bouysset ", Organization  MDAnalysis ,/archive/2024/projects/sfy3kuqc,https://github.com/talagayev/MDonatello,No,No,"The proposed project will revolve around the 2D visualization of chemical molecules. Currently MDAnalysis has a tool, which allows the conversion of AtomGroup Objects into RDKit Mol, which would allow us to use the available RDKit functions to display the 2D Depictions of the molecules.

The main approach of this project would be to allow the user to easily visualize the molecules in an interactive way.

The main objectives would be to create a class that would use an input of the user and display the 2D depiction of the molecule with the user being able to select a range of options in regards to the display of the specific features of the molecule, starting from the different substructres of the ligand to highlighting the interacting atoms of the ligand with the protein, with the occurence of the interaction being represented by the color of the highlighted atoms.",[],[],"python, jupyter notebook, Ipywidgets, IPython, RDKit, MDAnalysis","science, Computational-Chemitry, Molecular-Simulations"
33, Improving and Expanding the functionalities of the SymPy's Control Module. ,This project focuses on enhancing the existing functionalities of the control module in SymPy. While the current control module has been..., AbhishekKr , Mentor  Nikhil Maan , Organization  SymPy ,/archive/2024/projects/hKxju3OT,https://github.com/abhiphile/GSoC-2024-SymPy-Final-Report,No,Yes,"This project focuses on enhancing the existing functionalities of the control module in SymPy. While the current control module has been significantly developed, there are still several areas that require attention. This proposal aims to address a substantial portion of the remaining work. The project will involve adding interconnections between state space classes, implementing solvers utilizing the ODE module to find the state vector and output vector, integrating a PID controller into the control module, and refactoring old control plots while introducing new ones.","['https://github.com/sympy/sympy/pull/26647', 'https://github.com/sympy/sympy/pull/26718', 'https://github.com/sympy/sympy/pull/26863', 'https://github.com/sympy/sympy/pull/26685', 'https://github.com/sympy/sympy/pull/26736', 'https://github.com/sympy/sympy/pull/26758', 'https://github.com/sympy/sympy/pull/26781', 'https://github.com/sympy/sympy/pull/26978', 'https://github.com/sympy/sympy/pull/27009', 'https://github.com/sympy/sympy/pull/27052', 'https://github.com/sympy/sympy/pull/27067', 'https://github.com/sympy/sympy/pull/26836']",[],"python, sympy","symbolic mathematics, Control Systems"
