ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links,Tech Stack,Topics
46, EOS User Story - frontend and UX ,The EOS User Story project is a project that supports the development and testing of other projects. I will be working on improving and adding..., Hrishikesh Agarwal ," Mentor  Vinayak Sharma, Harshita Mangla, Cynthia Sanchez, Kartikay Bhutani ", Organization  Python Software Foundation ,/archive/2022/projects/om2xBfpf,https://gist.github.com/codetheorem/e0f6297aecfcd947ed5a8faab4666748,No,Yes,"The EOS User Story project is a project that supports the development and testing of other projects. I will be working on improving and adding features to the platform. I will be working on both the frontend and backend of the project. The frontend uses react.js and the backend is made in Strapi. During the program, I will migrate the services to newer versions and add some interesting features in the comment section, notification section, labels , etc. After this program user story will be ready to use by EOS and other organizations. The main objectives of my proposal are-
1. Migration to typescript
2. Migration to Strapi V4
3. Revamping  the notification section
4. Making  the comment section user friendly
5. Adding more UI/UX solutions
6. Removing existing bugs.","['https://github.com/EOS-uiux-Solutions/strapi/pull/33', 'https://github.com/EOS-uiux-Solutions/strapi/pull/34', 'https://github.com/EOS-uiux-Solutions/strapi/pull/35', 'https://github.com/EOS-uiux-Solutions/user-story/pull/280', 'https://github.com/EOS-uiux-Solutions/user-story/pull/265', 'https://github.com/EOS-uiux-Solutions/user-story/pull/262', 'https://github.com/EOS-uiux-Solutions/user-story/pull/252', 'https://github.com/EOS-uiux-Solutions/user-story/pull/241', 'https://github.com/EOS-uiux-Solutions/strapi/pull/28', 'https://github.com/EOS-uiux-Solutions/strapi/pull/32', 'https://github.com/EOS-uiux-Solutions/strapi/pull/37', 'https://github.com/EOS-uiux-Solutions/strapi/pull/39', 'https://github.com/EOS-uiux-Solutions/user-story/pull/289', 'https://github.com/EOS-uiux-Solutions/user-story/pull/261', 'https://github.com/EOS-uiux-Solutions/user-story/pull/221', 'https://github.com/EOS-uiux-Solutions/user-story/pull/290']",[],"javascript, node.js, react.js",web
47, inetd enhancements ,"inetd enhancements to allow it to babysit general daemons, not just networking ones. To make it a service management program for starting, stopping...", ccldarjun , Mentor  Brett Lymn , Organization  The NetBSD Foundation ,/archive/2022/projects/LDY5asp0,https://github.com/CCLDArjun/netbsd-src/pull/1/files,No,No,"inetd enhancements to allow it to babysit general daemons, not just networking ones. To make it a service management program for starting, stopping and managing daemons, processes and other programs. This will give inetd the ability to keep daemons alive (even when they crash), start them after various specified events/intervals and specify scheduling priority of them. And, a new command line utility to add/remove/start/stop new services.","['/login?return_to=https%3A%2F%2Fgithub.com%2FCCLDArjun%2Fnetbsd-src%2Fpull%2F1%2Ffiles', '/login?return_to=https%3A%2F%2Fgithub.com%2FCCLDArjun%2Fnetbsd-src%2Fpull%2F1%2Ffiles', 'https://github.com/CCLDArjun/netbsd-src/pull/1/files']",[],"c, unix, bsd, netbsd",systems programming
48, Clean Up The Music Listening Histories Dataset ,The Music Listening History Dataset is pretty damn impressive; It contains ~27 billion logs of real-world data from last.fm scrobbles distributed..., Prathamesh Ghatole , Mentor  Alastair Porter , Organization  MetaBrainz Foundation Inc ,/archive/2022/projects/OARdCHQq,https://blog.metabrainz.org/?p=9785,No,No,"The Music Listening History Dataset is pretty damn impressive;
It contains ~27 billion logs of real-world data from last.fm scrobbles distributed into 18 chunks summing up to ~611.39 GB of compressed text files. This results in 583k users, 555k unique artists, 900k albums, and 7M tracks.
Here each scrobble is represented in the following format:
timestamp, artist-MBID, release-MBID, recording-MBID.

(Source: https://simssa.ca/assets/files/gabriel-MLHD-ismir2017.pdf)

Unfortunately, this data has some significant fallbacks due to last.fm’s out-of-date matching algorithms with the MusicBrainz DB, resulting in frequent mismatches & errors in the recording-MBID data, affecting the quality of the available dataset.

Overall, the goal of this project is to create an updated version of the MLHD in the same format as the original, but with incorrect data resolved and invalid data removed.",[],[],"python, postgresql, apache spark, Typesense","data science, data analytics, Data Preprocessing, Data Engineering"
49, Linuxulator on powerpc64 ,This project aims to implement the functionalities to run Linux binaries on FreeBSD on powerpc64 architecture. This has already been achieved for..., Koichi , Mentor  Justin , Organization  The FreeBSD Project ,/archive/2022/projects/ve2i6Vc5,https://gist.github.com/Koichi98/1b8b34320e763c3f8c7d957d559da79a,No,Yes,"This project aims to implement the functionalities to run Linux binaries on FreeBSD on powerpc64 architecture. This has already been achieved for amd64, arm64, and i386, but not for powerpc64. Since Linux is a clone of Unix and FreeBSD is a Unix-like operating system, they have some similarities. However, differences do exist, and this project will implement a layer that specifically wraps the differences, especially in Application Binary Interface. In other words, the project aims to support binary compatibility with Linux.",[],[],"c, linux, kernel, assembly language, Powerpc64","operating system, Binary Compatibility"
50, Figma App ( Rocket.Chat Integration ) ,"This integration will bring the support of Figma right into Rocket.Chat using Rocket.Chat Apps. With the help of this plugin, teams can create new...", Irfan Asif ," Mentor  Douglas Gubert, Ivan Netto, Alvaro Mello ", Organization  rocket.chat ,/archive/2022/projects/81fNz4sl,https://github.com/RocketChat/Apps.Figma,No,No,"This integration will bring the support of Figma right into Rocket.Chat using Rocket.Chat Apps. With the help of this plugin, teams can create new comments on Figma files, reply to comments, and get notified on different activities in Figma directly from Rocket.Chat. This will help in improving workflow and extending the functionality of the design system.","['https://github.com/RocketChat/Apps.Figma/pull/6', 'https://github.com/RocketChat/Apps.Figma/pull/3', 'https://github.com/RocketChat/Apps.Figma/pull/2', 'https://github.com/RocketChat/Apps.Figma/pull/1', 'https://github.com/RocketChat/Apps.Figma/pull/1', 'https://github.com/RocketChat/Apps.Figma/pull/3', 'https://github.com/RocketChat/Apps.Figma/pull/1', 'https://github.com/RocketChat/Apps.Figma/pull/1', 'https://github.com/RocketChat/Apps.Figma/pull/1', 'https://github.com/RocketChat/Apps.Figma/pull/3', 'https://github.com/RocketChat/Apps.Figma/pull/1']",[],"javascript, nodejs, typescript, Rocket.Chat.Apps-engine","web, communication, design"
1, Improve netjsongraph.js for its new release ,"The goal of this project is to improve the netjsongraph.js visualization library, which has not been released yet. This project aims to improve the...", Vaishnav Nair ," Mentor  Federico Capoano, Moritz Warning ", Organization  OpenWISP ,/archive/2022/projects/wUawVPHg,https://medium.com/@vaishnavnair365/improve-netjsongraph-js-for-its-new-release-project-report-b87002fcfe34,No,No,"The goal of this project is to improve the netjsongraph.js visualization library, which has not been released yet. This project aims to improve the geographic map feature by revamping the UI, fixing the zoom animation, implementing a clustering feature to the nodes on the map and making it looks good on narrow screens. The project also aims to add support to GeoJSON in netjsongraph.js library.",[],[],"javascript, nodejs, html, css","networking, network management system, wifi"
2, RFI Mitigation ,This project explores the use of image analysis in a two-dimensional spectrum to detect RFI (Radio Frequency Interference) in large amounts of..., Pratham Shah ," Mentor  Claudia Comito, Hans ", Organization  Forschungszentrum Jülich ,/archive/2022/projects/lPOgRLTX,https://gist.github.com/shahpratham/73478f6f26873fe2f10c4446e3ab89d0,Yes,Yes,"This project explores the use of image analysis in a two-dimensional spectrum to detect RFI (Radio Frequency Interference) in large amounts of memory-distributed radioastronomical data. As a result, this project aims to supports and develops 1D and 2D memory-distributed convolution within the Heat domain decomposition (or data distribution) scheme.","['https://github.com/helmholtz-analytics/heat/pull/983', 'https://github.com/helmholtz-analytics/heat/pull/1007']",[],"python, mpi, pytorch","data analytics, astrophysics, data-intensive science"
3, Graph Neural Networks for End-to-End Particle Identification with the CMS Experiment ,"Graph Neural Networks for End-to-End Particle Identification with the CMS Experiment: The goal of the project would be to develop, train, test, and...", Jai Bardhan ," Mentor  Ana Maria Slivar, Bhim Bam, Colin Crovella ", Organization  Machine Learning for Science (ML4SCI) ,/archive/2022/projects/5rp25PJB,https://medium.com/@JaiBardhan/google-summer-of-code-2022-with-ml4sci-e2e-top-mass-regression-using-graph-neural-networks-3268a091660b,No,No,"Graph Neural Networks for End-to-End Particle Identification with the CMS Experiment:   

The goal of the project would be to develop, train, test, and benchmark GNNs (Graph Neural Networks) for low momentum tau identification. The GNN (Graph Neural Networks) would work with an E2E framework and work on raw collider data.  

Tau leptons play a crucial role in the search for new Physics, and in the search for new particles. Tau leptons decay into hadrons and lighter leptons, these analyses require efficient tagging of tau leptons for obtaining good signal to background ratios for discovery/exclusion. There has been recent work by CMS that incorporates DNNs (Deep Neural Networks) for performing tau identification that shows encouraging results. An E2E GNN working directly on the raw collider data may be able to provide better results.  

The goal may be tackled in the following steps: 

1. Exploration and analysis of different strategies for graph construction: This would include the node construction and edge construction, which would further include pruning, preprocessing, and input representations. 

2. Developing different graph architectures: This step would firstly include exploratory testing between different GNN architectures. Then taking ideas from the exploratory analysis novel architectures can be experimented with. 

3. Testing and benchmarking GNN performance: Once a model architecture with hyperparameters is decided, a sweep may be performed to obtain the best performance of the model. Further testing and benchmarking will be performed in terms of the inference speeds, compute requirements, and performance on different cases (and possibly robustness). 

Deliverables: 

1. Trained Model for the E2E low momentum tau identification 
2. Analysis of the design choices 
3. Analysis and Benchmark of the performance of the model",[],[],"python, c++, tensorflow, pytorch, Weights and Biases, Pytorch Geometric","machine learning, deep learning, graph neural networks, HEP"
4, Music Blocks v4 Code Editor ,Music Blocks v4 aims to create an educational programming language for kids. This programming language moves a sprite(rat icon) around the canvas as..., Suraj Kumar , Mentor  Anindya Kundu , Organization  Sugar Labs ,/archive/2022/projects/sgxtDFa5,https://github.com/surajkumar-sk/GSoC-MusicBlocks-v4-code-editor,No,No,"Music Blocks v4 aims to create an educational programming language for kids. This programming language moves a sprite(rat icon) around the canvas as per the instruction written. Currently for writing the code music blocks v4 using a simple text area input. Users can write their code logic inside that text area input, build and run their code. My project will aim to create a powerful code editor which has features like code recommendation, syntax highlighting, status bar, prettification and syntax and semantic validation as user types. As programmers we all know the importance of a code editor and with this project I'll try my best to make a good code editor for music blocks v4.",[],[],"javascript, react, html5, webpack, css, typescript","education, web, programming, code editor"
5, OpenLane/SKY130 Demos and tutorials ,"OpenLane and SKY130 users are encountering a lot of trouble with current documentation. Even I, experienced software/VLSI developer, struggled with...", Arman @armleo Avetisyan ," Mentor  Indira Iyer Almeida, Vitor Bandeira, Kareem Farid ", Organization  UC OSPO ,/archive/2022/projects/pGBagjdk,https://github.com/The-OpenROAD-Project/OpenLane/pull/1351,No,Yes,"OpenLane and SKY130 users are encountering a lot of trouble with current documentation. Even I, experienced software/VLSI developer, struggled with current documentation. For this reason, my proposal is to make a Consolidated documentation for all of SKY130/OpenLane.  


I worked with many students and helped a lot of people debug issues with tools. I collected feedback from them and the main struggles of students and newbies will be documented. This Wiki/Documentation proposed will cover everything that you need to start designing integrated circuits from scratch. Some amount of knowledge of Linux/Bash is assumed.  


I want to elevate the pressure on Skywater’s slack as the base for discussion for issues by adding a troubleshooting guide. This will allow mentors in slack to have one go-to point for all of the most common issues that they can refer to.  


All of the tutorials and demos are text + screenshots posted on GitHub. This is because it’s easier to update them when new versions of software come out or if the existing guide does not cover a particular topic. Videos get outdated every 3-6 months and require an effort from contributors to support. The aim is to reduce the cost of documentation support.  


All documentation will be proposed to developers of the according to software to be integrated into existing software’s documentation. Link to the global guide is also encouraged to allow a single consolidated entry point.","['/login?return_to=https%3A%2F%2Fgithub.com%2FThe-OpenROAD-Project%2FOpenLane%2Fpull%2F1351', '/login?return_to=https%3A%2F%2Fgithub.com%2FThe-OpenROAD-Project%2FOpenLane%2Fpull%2F1351', 'https://github.com/The-OpenROAD-Project/OpenLane/pull/1259', 'https://github.com/The-OpenROAD-Project/OpenLane/pull/1351#event-7808431380', '/login?return_to=https%3A%2F%2Fgithub.com%2FThe-OpenROAD-Project%2FOpenLane%2Fpull%2F1351', 'https://github.com/The-OpenROAD-Project/OpenLane/pull/1351']",[],"documentation, VLSI",documentation
6, AnalySim ,"Editing CSV/Displaying CSV files CSV file viewing and sorting for AnalySim datasets, that can be sorted and filtered. I will study how to create and...", Joseph Ongchangco ," Mentor  Anca Doloc-Mihu, Cengiz Gunay ", Organization  INCF ,/archive/2022/projects/F73MdsR5,https://docs.google.com/spreadsheets/d/14rvyiRsgaHQgqq7GVw0ScuBHbxpiUBpfs2JrFWTiGRM/edit?usp=sharing,No,Yes,"Editing CSV/Displaying CSV files
CSV file viewing and sorting for AnalySim datasets, that can be sorted and filtered.
I will study how to create and edit/delete CSV files using javascript,
From here i will convert the CSV into an .html Table to be shown to the user
Implementation of selecting columns and constraints that filters the data based on these conditions

Account Confirmation Email
Will have a backend implementation to ensure that the email is functional and confirmed.
When creating an account, a link should be sent to user’s email, and when clicked it should be confirmed on the backend that the account is valid
.net core framework to add code into the database to verify the email.

Getting permission from project owner
This function will enable the owner to select people that they want to work with on their project. Ensuring permission will prevent any bad actors from messing up a project.
Add an invite notification when an owner invites a collaborator to the project
Enable editing/admin permission to requested user/collaborator",[],[],"javascript, github, angular, typescript",web
7, Support for new sampling methods and new model formats in dingo ,Package dingo is a python package that analyzes metabolic networks. It relies on high dimensional sampling with Markov Chain Monte Carlo (MCMC)..., KONSTANTINOS PALLIKARIS ," Mentor  Vissarion Fisikopoulos, Apostolos Chalkis, Ioannis Psarros ", Organization  GeomScale ,/archive/2022/projects/UKcKOkcC,https://github.com/GeomScale/dingo/pull/40,No,Yes,"Package dingo is a python package that analyzes metabolic networks. It relies
on high dimensional sampling with Markov Chain Monte Carlo (MCMC) methods and fast optimization methods to analyze the possible states of a metabolic network. It represents a metabolic network with a convex polytope, while the points in the interior of the polytope correspond to steady states of the network. By sampling, dingo, explores and statistically studies the flux space of the network. To perform MCMC sampling, dingo relies on the C++ library volesti. Currently, it provides MMCS algorithm which is based on Billiard Walk and on a multiphase rounding scheme. This project will provide dingo additional options for uniform sampling by exposing into it several C++ implementations of random walks that are included in volesti. Moreover, it will provide sampling from the exponential distribution using the C++ implementation of Hamiltonian Monte Carlo in volesti.","['/login?return_to=https%3A%2F%2Fgithub.com%2FGeomScale%2Fdingo%2Fpull%2F40', '/login?return_to=https%3A%2F%2Fgithub.com%2FGeomScale%2Fdingo%2Fpull%2F40', 'https://github.com/GeomScale/dingo/pull/40#event-8141371999', 'https://github.com/GeomScale/dingo/pull/40', 'https://github.com/GeomScale/dingo/pull/40', '/login?return_to=https%3A%2F%2Fgithub.com%2FGeomScale%2Fdingo%2Fpull%2F40']",[],"python, c++","statistics, Random walks"
8, Geant4 - Performance Data Visualization using d3.js ,The project aims at monitoring performance and improving the data visuals used to represent the performance report for Geant4 which is a toolkit for..., Harshil Jani ," Mentor  Guilherme Amadio, Bernhard Manfred Gruber ", Organization  CERN-HSF ,/archive/2022/projects/ZypcqQVM,https://gist.github.com/Harshil-Jani/c6778653973ccabcb397c170e56f6ddc#file-gsoc-report-md,No,Yes,The project aims at monitoring performance and improving the data visuals used to represent the performance report for Geant4 which is a toolkit for the simulation of passage of particles through matter. Performance reports are handled by using profiling tools such as perf and data visuals are generated by d3.js. Extending the performance report is also a part of this project.,"['https://github.com/amadio/g4run/pull/1', 'https://github.com/amadio/g4run/pull/2']",[],"javascript, html5, d3.js, perf","data visualization, web development"
9, End-to-End Deep Learning Reconstruction for CMS Experiment ,One of the important aspects of searches for new physics at the Large Hadron Collider (LHC) involves the identification and reconstruction of single..., Purva Chaudhari ," Mentor  ML4SCI, Emanuele Usai, Ana Maria Slivar, NickP ", Organization  Machine Learning for Science (ML4SCI) ,/archive/2022/projects/zT2XkLRX,https://github.com/Purva-Chaudhari/RecoE2E,No,No,"One of the important aspects of searches for new physics at the Large Hadron Collider (LHC) involves the identification and reconstruction of single particles, jets and event topologies of interest in collision events. The End-to-End Deep Learning (E2E) project in the CMS experiment focuses on the development of these reconstruction and identification tasks with innovative deep learning approaches.

This project focuses on the integration of E2E code with the CMSSW inference engine for use in reconstruction algorithms in offline and high-level trigger systems of the CMS experiment.",[],[],"python, c++",machine learning
10, Fast Exact Gaussian Processes ,"Currently, exact inference for Gaussian processes within PyMC makes heavy use of Cholesky decompositions that have a cubic asymptotic time...", Conor Hassan ," Mentor  Chris, Bill Engels ", Organization  NumFOCUS ,/archive/2022/projects/Q25GbRRz,https://conorhassan.github.io/fastpages_blog/jupyter/2022/09/10/GSoC-submission.html,No,Yes,"Currently, exact inference for Gaussian processes within PyMC makes heavy use of Cholesky decompositions that have a cubic asymptotic time complexity. Fortunately, modern hardware such as graphical processing units (GPUs) can improve the computational efficiency of large vector and matrix operations. While this hardware doesn't greatly benefit Cholesky decompositions, an approach called ""blackbox matrix multiplication"" (BBMM) has been developed for exact inference of Gaussian processes. BBMM efficiently utilise the benefits of GPUs, leading to quadratic asymptotic time complexity. This project aims to replace Cholesky decompositions required for inference of Gaussian processes with BBMM and similar methods, leading to massive improvements in computational efficiency for Gaussian process inference in PyMC.",['https://github.com/pymc-devs/pymc-examples/pull/417'],[],"python, Jax, Aesara","machine learning, Gaussian Processes, Probabilistic modelling"
11, 13.1 Integration of automated model testing and parameter fitting for neuroscience applications ,"Biologically detailed models are useful tools in neuroscience, and automated methods are now routinely applied to construct and validate such models...", Martin Blazsek ," Mentor  Szabolcs Kali, Sára Sáray ", Organization  INCF ,/archive/2022/projects/CTly5kTa,https://gist.github.com/blazma/d47dc510ab95e6445ed8ab74b51c3dd0,Yes,Yes,"Biologically detailed models are useful tools in neuroscience, and automated methods are now routinely applied to construct and validate such models based on the relevant experimental data. The open-source parameter fitting software Neuroptimus (formerly Optimizer) was developed to enable the straightforward application of advanced parameter optimization methods (such as evolutionary algorithms and swarm intelligence) to various problems in neuronal modeling. Neuroptimus includes a graphical user interface, and works on various platforms including PCs and supercomputers. Neuroptimus currently uses various built-in cost functions and those implemented by the eFEL feature extraction library to compare the behavior of the models to the (experimental) target data. However, this approach severely limits the range of neuronal behaviors that can be targeted by the optimization. On the other hand, the popular model-testing framework SciUnit allows the implementation of tests that quantitatively evaluate arbitrary model behaviors.

The aim of the current project is to extend the open-source neural parameter optimization tool Neuroptimus so that it is able to use test scores from the SciUnit framework as the cost function during optimization. Direct applications would include the construction of detailed biophysical models of hippocampal neurons using a combination of Neuroptimus and HippoUnit, an open-source neuronal test suite based on SciUnit.

Deliverables:
1. Implement changes in the Neuroptimus core so that it is able to use SciUnit test scores as cost functions during optimization
2. Implement changes in Neuroptimus such that arbitrary combinations of built-in cost functions, eFEL features, and SciUnit test scores can be used
3. Implement changes in Neuroptimus such that the new features become accessible from the graphical user interface
4. Thoroughly test the newly implemented features and their integration with existing features of Neuroptimus","['https://github.com/KaliLab/hippounit/pull/71', 'https://github.com/mohacsimate/optimizer/pull/3', 'https://github.com/KaliLab/hippounit/pull/72']",[],python,"neuroscience, optimization, modeling, Parameter fitting, Model validation"
12, Cross-validate vulnerability coverage of VulnerableCode. VulnTotal Project! ,VulnerableCode is a unique project that collates FOSS vulnerability data from numerous sources. This VulnTotal project will help cross-validate the..., Keshav Priyadarshi ," Mentor  TG1999, Hritik V, Shivam Sandbhor ", Organization  AboutCode ,/archive/2022/projects/8ICEBzfO,https://keshav.space/gsoc-report,No,Yes,"VulnerableCode is a unique project that collates FOSS vulnerability data from numerous sources. This VulnTotal project will help cross-validate the vulnerability coverage of VulnerableCode against publicly available vulnerability check tools. There could be scenarios where VulnerableCode might have identified certain instances of a package to be vulnerable, and the same may not be the case with the other tools. So gradually we can have arrangements with these tool providers to keep each other apprised about the newly discovered vulnerability.","['https://github.com/nexB/vulnerablecode/pull/777', 'https://github.com/nexB/vulnerablecode/pull/788', 'https://github.com/nexB/vulnerablecode/pull/789', 'https://github.com/nexB/vulnerablecode/pull/804', 'https://github.com/nexB/vulnerablecode/pull/829', 'https://github.com/nexB/vulnerablecode/pull/832', 'https://github.com/nexB/vulnerablecode/pull/842', 'https://github.com/nexB/vulnerablecode/pull/883', 'https://github.com/nexB/vulnerablecode/pull/901', 'https://github.com/nexB/vulnerablecode/pull/801', 'https://github.com/nexB/univers/pull/61', 'https://github.com/nexB/vulnerablecode/pull/690', 'https://github.com/nexB/vulnerablecode/pull/599', 'https://github.com/nexB/univers/pull/55', 'https://github.com/nexB/univers/pull/42', 'https://github.com/nexB/univers/pull/34', 'https://github.com/nexB/skeleton/pull/56']","['https://github.com/nexB/vulnerablecode/issues/800', 'https://github.com/nexB/vulnerablecode/issues/824', 'https://github.com/nexB/vulnerablecode/issues/835', 'https://github.com/nexB/vulnerablecode/issues/822', 'https://github.com/nexB/vulnerablecode/issues/855']","python, postgresql, django","security, Vulnerability, security-tools, vulnerability-detection"
13, Casbin for Rust ,"With the efforts of Casbin Community, the Rust version of the Casbin is now ready for production. Casbin-RS can provide access control with blazing...", Siddhesh Kanawade ," Mentor  Yang Luo, Yisheng Chai ", Organization  Casbin ,/archive/2022/projects/vDpvoKOO,https://gist.github.com/SiddheshKanawade/b00617440bce177d2222eeab4e1d91fe,No,Yes,"With the efforts of Casbin Community, the Rust version of the Casbin is now ready for production. Casbin-RS can provide access control with blazing fast speed. This project includes three main aspects:
1. Embrace Rust 2021 edition: Migrate from Rust 2018 to Rust 2021, clean up stale dependencies and make clippy happy. This task will be achieved with the help of Rust toolchain

2. Continuous maintenance of the surrounding ecology: Implement Axum middleware with examples, An article introducing how to use Axum with Casbin-rs. This task will also include maintaining the casbin-rs/examples repository.

3. Work on Casbin-grpc. As of now, the repository isn't completed and has many management apis, test functions and deprecated code. I will revamp the repository into rust 2021 version along with the updated dependencies","['https://github.com/casbin-rs/axum-casbin-auth/pull/1', 'https://github.com/casbin-rs/axum-middleware-example/pull/4', 'https://github.com/casbin-rs/axum-middleware-example/pull/3', 'https://github.com/casbin-rs/axum-middleware-example/pull/2', 'https://github.com/casbin-rs/axum-middleware-example/pull/1', 'https://github.com/casbin-rs/examples/pull/72', 'https://github.com/casbin-rs/casbin-grpc/pull/14', 'https://github.com/casbin-rs/casbin-grpc/pull/12', 'https://github.com/casbin-rs/casbin-grpc/pull/11', 'https://github.com/casbin-rs/casbin-grpc/pull/4', 'https://github.com/casbin-rs/casbin-grpc/pull/9', 'https://github.com/casbin-rs/examples/pull/72', 'https://github.com/casbin-rs/actix-middleware-example/pull/5', 'https://github.com/casbin-rs/actix-middleware-example/pull/4', 'https://github.com/casbin-rs/actix-middleware-example/pull/3', 'https://github.com/casbin-rs/actix-middleware-example/pull/2', 'https://github.com/casbin-rs/actix-middleware-example/pull/1', 'https://github.com/casbin-rs/actix-file-adapter-rbac/pull/3', 'https://github.com/casbin-rs/actix-file-adapter-rbac/pull/1', 'https://github.com/casbin-rs/actix-postgresql-simple/pull/2', 'https://github.com/casbin-rs/actix-postgresql-simple/pull/1', 'https://github.com/casbin-rs/ntex-file-adapter-acl/pull/2', 'https://github.com/casbin-rs/ntex-file-adapter-acl/pull/1', 'https://github.com/casbin-rs/poem-todo/pull/3', 'https://github.com/casbin-rs/poem-todo/pull/2', 'https://github.com/casbin-rs/poem-todo/pull/1', 'https://github.com/casbin-rs/sqlx-adapter/pull/76', 'https://github.com/casbin-rs/sqlx-adapter/pull/74', 'https://github.com/casbin-rs/actix-casbin-auth/pull/36', 'https://github.com/casbin-rs/actix-casbin/pull/25', 'https://github.com/tokio-rs/axum/pull/1357', 'https://github.com/poem-web/poem/pull/383']",[],"go, rust, OAuth","security, cloud, authorization, IAM, Authentication"
14, Hackage - Package Rank ,"hackage-server as of yet does not support more advanced algorithm for sorting relevant packages (at the moment user rating is used), this proposal...", KubanekO , Mentor  Gershom , Organization  Haskell.org ,/archive/2022/projects/ZePmlfr6,https://kubaneko.github.io/posts/2022/PackageRank,No,Yes,"hackage-server as of yet does not support more advanced algorithm for sorting relevant packages (at the moment user rating is used), this proposal aims to implement a algorithm similar to the one in crates (""rust hackage"").

This would help with finding relevant packages.","['https://github.com/haskell/hackage-server/pull/1091', 'https://github.com/haskell/hackage-server/pull/1091/commits/7c36cf7e42d8d0a19ba3d9b0c46d56c5cde52d86']",[],"haskell, nix","software development, algorithm, search engine"
16, RcppDeepState: GitHub Action and library improvements ,Fuzzing is a useful technique for finding and avoiding programming problems by sending programs invalid sets of non-deterministic inputs. The..., Fabrizio Sandri ," Mentor  Toby Dylan Hocking, Anirban Chetia, Randy Lai ", Organization  R project for statistical computing ,/archive/2022/projects/t87xbcg2,https://fabriziosandri.github.io/gsoc-2022-blog/summary/2022/09/08/gsoc-summary.html,Yes,Yes,"Fuzzing is a useful technique for finding and avoiding programming problems by sending programs invalid sets of non-deterministic inputs. The RcppDeepState package allows developers to perform fuzz testing on libraries that use Rcpp for some specific functionalities. The main purpose of this project is to provide a custom GitHub Action that makes it simple for developers to use RcppDeepState's fuzzing techniques on any R package on GitHub. In addition, improvements to the existing RcppDeepState library will also be implemented in order to proceed with the publication of the package on CRAN.","['https://github.com/FabrizioSandri/RcppDeepState-action/pull/1', 'https://github.com/FabrizioSandri/RcppDeepState-action/pull/2', 'https://github.com/FabrizioSandri/RcppDeepState-action/pull/3', 'https://github.com/FabrizioSandri/RcppDeepState-action/pull/4', 'https://github.com/FabrizioSandri/RcppDeepState-action/pull/6', 'https://github.com/FabrizioSandri/RcppDeepState-action/pull/7', 'https://github.com/FabrizioSandri/RcppDeepState-action/pull/8', 'https://github.com/FabrizioSandri/RcppDeepState-action/pull/9', 'https://github.com/FabrizioSandri/RcppDeepState-action/pull/10', 'https://github.com/FabrizioSandri/RcppDeepState-action/pull/12', 'https://github.com/FabrizioSandri/RcppDeepState-action/pull/15', 'https://github.com/FabrizioSandri/RcppDeepState-action/pull/17', 'https://github.com/FabrizioSandri/RcppDeepState-action/pull/18', 'https://github.com/FabrizioSandri/RcppDeepState-action/pull/20', 'https://github.com/FabrizioSandri/RcppDeepState-action/pull/21', 'https://github.com/FabrizioSandri/RcppDeepState/pull/1', 'https://github.com/FabrizioSandri/RcppDeepState/pull/3', 'https://github.com/FabrizioSandri/RcppDeepState/pull/5', 'https://github.com/FabrizioSandri/RcppDeepState/pull/6', 'https://github.com/FabrizioSandri/RcppDeepState/pull/9', 'https://github.com/FabrizioSandri/RcppDeepState/pull/11', 'https://github.com/FabrizioSandri/RcppDeepState/pull/12', 'https://github.com/FabrizioSandri/RcppDeepState/pull/14', 'https://github.com/FabrizioSandri/RcppDeepState/pull/15', 'https://github.com/FabrizioSandri/RcppDeepState/pull/16', 'https://github.com/FabrizioSandri/RcppDeepState/pull/17', 'https://github.com/FabrizioSandri/RcppDeepState/pull/19', 'https://github.com/FabrizioSandri/RcppDeepState/pull/20', 'https://github.com/FabrizioSandri/RcppDeepState/pull/21', 'https://github.com/FabrizioSandri/RcppDeepState/pull/22', 'https://github.com/FabrizioSandri/RcppDeepState/pull/23', 'https://github.com/FabrizioSandri/RcppDeepState/pull/24', 'https://github.com/FabrizioSandri/RcppDeepState/pull/25', 'https://github.com/FabrizioSandri/RcppDeepState/pull/26', 'https://github.com/FabrizioSandri/RcppDeepState/pull/27']","['https://github.com/FabrizioSandri/RcppDeepState/issues/2', 'https://github.com/FabrizioSandri/RcppDeepState/issues/4', 'https://github.com/FabrizioSandri/RcppDeepState/issues/7', 'https://github.com/FabrizioSandri/RcppDeepState/issues/8', 'https://github.com/FabrizioSandri/RcppDeepState/issues/10', 'https://github.com/FabrizioSandri/RcppDeepState/issues/13', 'https://github.com/FabrizioSandri/RcppDeepState/issues/18', 'https://github.com/FabrizioSandri/RcppDeepState-action/issues/5', 'https://github.com/FabrizioSandri/RcppDeepState-action/issues/11', 'https://github.com/FabrizioSandri/RcppDeepState-action/issues/13', 'https://github.com/FabrizioSandri/RcppDeepState-action/issues/14', 'https://github.com/FabrizioSandri/RcppDeepState-action/issues/16', 'https://github.com/FabrizioSandri/RcppDeepState-action/issues/19']","github, c++, r","continuous integration, fuzzing"
